Vardas         Pavarde        ND1	ND2	ND3	ND4	ND5	ND6	ND7	ND8	ND9	ND10	ND11	ND12	ND13	ND14	ND15	Egz.
Vardas224      Pavarde224     5     	6     	2     	5     	10    	8     	2     	10    	6     	4     	5     	10    	2     	9     	7     	2     	
Vardas225      Pavarde225     8     	2     	1     	6     	1     	6     	1     	6     	1     	3     	2     	7     	1     	8     	7     	6     	
Vardas226      Pavarde226     6     	7     	2     	5     	5     	5     	8     	5     	7     	1     	3     	5     	6     	10    	5     	8     	
Vardas227      Pavarde227     1     	1     	5     	4     	10    	9     	6     	8     	5     	1     	1     	2     	4     	8     	1     	5     	
Vardas228      Pavarde228     7     	3     	4     	1     	2     	5     	8     	9     	2     	8     	8     	8     	2     	2     	8     	10    	
Vardas229      Pavarde229     7     	6     	8     	4     	9     	7     	3     	10    	9     	1     	5     	9     	7     	2     	6     	7     	
Vardas230      Pavarde230     4     	4     	2     	5     	3     	7     	2     	6     	9     	4     	5     	8     	5     	3     	8     	8     	
Vardas231      Pavarde231     4     	10    	4     	9     	8     	8     	7     	7     	5     	8     	7     	1     	7     	8     	1     	2     	
Vardas232      Pavarde232     1     	8     	2     	2     	1     	9     	10    	5     	2     	6     	9     	5     	7     	7     	6     	4     	
Vardas233      Pavarde233     3     	9     	8     	7     	5     	1     	8     	2     	10    	4     	10    	3     	9     	6     	5     	6     	
Vardas234      Pavarde234     8     	7     	4     	10    	2     	6     	6     	4     	4     	7     	3     	5     	4     	10    	1     	9     	
Vardas235      Pavarde235     4     	7     	1     	6     	8     	4     	4     	8     	1     	3     	7     	5     	6     	3     	7     	9     	
Vardas236      Pavarde236     3     	5     	9     	5     	8     	6     	8     	4     	3     	4     	2     	9     	10    	1     	9     	1     	
Vardas237      Pavarde237     2     	4     	7     	4     	7     	8     	10    	2     	4     	10    	4     	8     	4     	10    	3     	10    	
Vardas238      Pavarde238     10    	4     	2     	8     	8     	10    	10    	7     	8     	4     	9     	4     	4     	2     	5     	8     	
Vardas239      Pavarde239     1     	9     	3     	8     	1     	8     	6     	7     	2     	3     	7     	2     	9     	2     	1     	2     	
Vardas240      Pavarde240     1     	7     	10    	3     	7     	3     	5     	1     	8     	9     	10    	5     	7     	2     	1     	6     	
Vardas241      Pavarde241     8     	4     	7     	5     	10    	1     	10    	8     	7     	1     	4     	4     	4     	10    	7     	8     	
Vardas242      Pavarde242     8     	7     	1     	2     	8     	6     	2     	1     	4     	4     	2     	10    	8     	8     	9     	6     	
Vardas243      Pavarde243     2     	3     	7     	5     	9     	10    	9     	1     	7     	9     	4     	2     	5     	6     	5     	8     	
Vardas244      Pavarde244     2     	9     	8     	4     	10    	2     	3     	10    	1     	8     	1     	5     	4     	4     	1     	3     	
Vardas245      Pavarde245     8     	7     	10    	7     	2     	8     	7     	10    	6     	8     	2     	3     	3     	1     	10    	7     	
Vardas246      Pavarde246     10    	4     	6     	4     	4     	5     	4     	10    	3     	7     	7     	5     	9     	9     	10    	4     	
Vardas247      Pavarde247     9     	1     	9     	7     	2     	8     	5     	5     	9     	8     	9     	6     	8     	8     	6     	5     	
Vardas248      Pavarde248     1     	4     	3     	4     	7     	10    	1     	8     	1     	10    	2     	3     	10    	8     	1     	9     	
Vardas249      Pavarde249     9     	10    	3     	4     	2     	4     	7     	3     	10    	5     	6     	4     	2     	3     	9     	9     	
Vardas250      Pavarde250     8     	6     	5     	8     	5     	7     	2     	5     	1     	7     	8     	5     	5     	9     	9     	9     	
Vardas251      Pavarde251     9     	10    	10    	7     	1     	3     	5     	9     	9     	9     	10    	1     	2     	1     	6     	2     	
Vardas252      Pavarde252     5     	2     	10    	2     	3     	6     	5     	6     	7     	1     	7     	4     	7     	6     	8     	4     	
Vardas253      Pavarde253     7     	1     	8     	3     	1     	2     	10    	6     	10    	4     	2     	4     	9     	7     	3     	1     	
Vardas254      Pavarde254     2     	10    	7     	10    	7     	9     	4     	8     	8     	7     	3     	6     	7     	2     	2     	1     	
Vardas255      Pavarde255     4     	2     	6     	9     	6     	1     	6     	5     	1     	10    	4     	9     	3     	6     	6     	10    	
Vardas256      Pavarde256     2     	6     	5     	10    	9     	6     	8     	8     	5     	7     	7     	3     	10    	3     	7     	9     	
Vardas257      Pavarde257     9     	9     	6     	4     	1     	9     	8     	5     	10    	1     	7     	9     	7     	2     	7     	10    	
Vardas258      Pavarde258     10    	3     	6     	6     	1     	9     	2     	3     	4     	4     	10    	2     	3     	6     	8     	7     	
Vardas259      Pavarde259     5     	4     	10    	3     	10    	6     	10    	7     	1     	7     	10    	2     	4     	4     	6     	4     	
Vardas260      Pavarde260     7     	6     	9     	7     	2     	6     	10    	4     	6     	1     	7     	5     	2     	6     	9     	4     	
Vardas261      Pavarde261     6     	6     	4     	7     	6     	8     	2     	5     	8     	7     	6     	3     	8     	3     	1     	3     	
Vardas262      Pavarde262     7     	9     	2     	1     	6     	7     	1     	2     	4     	3     	6     	1     	1     	8     	7     	1     	
Vardas263      Pavarde263     3     	1     	10    	4     	4     	8     	4     	5     	10    	5     	9     	10    	3     	2     	5     	8     	
Vardas264      Pavarde264     2     	5     	10    	6     	5     	1     	10    	9     	8     	6     	7     	7     	3     	10    	3     	9     	
Vardas265      Pavarde265     10    	3     	7     	9     	1     	6     	2     	1     	8     	9     	8     	9     	4     	2     	2     	10    	
Vardas266      Pavarde266     3     	4     	7     	3     	4     	8     	9     	1     	6     	6     	3     	4     	5     	1     	7     	2     	
Vardas267      Pavarde267     6     	5     	5     	1     	8     	7     	9     	4     	2     	5     	6     	9     	7     	3     	6     	8     	
Vardas268      Pavarde268     1     	2     	8     	7     	9     	1     	5     	7     	9     	8     	2     	6     	3     	3     	6     	7     	
Vardas269      Pavarde269     10    	5     	5     	5     	9     	8     	9     	4     	6     	10    	1     	1     	3     	8     	10    	8     	
Vardas270      Pavarde270     3     	2     	9     	7     	1     	4     	6     	4     	4     	1     	5     	2     	5     	7     	6     	4     	
Vardas271      Pavarde271     2     	1     	3     	4     	6     	6     	9     	8     	2     	7     	8     	1     	1     	3     	3     	1     	
Vardas272      Pavarde272     9     	7     	9     	5     	4     	4     	10    	2     	2     	7     	6     	8     	2     	6     	6     	3     	
Vardas273      Pavarde273     1     	1     	7     	2     	7     	5     	7     	4     	8     	3     	7     	7     	3     	8     	6     	8     	
Vardas274      Pavarde274     6     	2     	2     	7     	2     	9     	8     	10    	7     	9     	10    	6     	2     	6     	1     	2     	
Vardas275      Pavarde275     10    	7     	1     	3     	5     	8     	2     	10    	1     	5     	1     	3     	7     	2     	5     	7     	
Vardas276      Pavarde276     6     	1     	10    	10    	8     	6     	9     	1     	6     	5     	5     	3     	8     	1     	4     	6     	
Vardas277      Pavarde277     9     	5     	7     	10    	7     	5     	10    	8     	1     	9     	5     	5     	4     	10    	9     	10    	
Vardas278      Pavarde278     2     	9     	8     	4     	8     	3     	5     	1     	3     	4     	8     	6     	2     	1     	3     	4     	
Vardas279      Pavarde279     3     	6     	8     	10    	10    	9     	2     	10    	10    	1     	2     	10    	1     	7     	1     	10    	
Vardas280      Pavarde280     6     	3     	7     	10    	4     	6     	2     	10    	5     	6     	4     	6     	9     	10    	9     	8     	
Vardas281      Pavarde281     1     	2     	10    	6     	3     	6     	3     	8     	4     	10    	9     	2     	7     	4     	8     	7     	
Vardas282      Pavarde282     4     	8     	4     	8     	8     	5     	10    	10    	7     	2     	8     	5     	1     	7     	6     	10    	
Vardas283      Pavarde283     4     	9     	4     	3     	4     	8     	3     	3     	8     	6     	8     	10    	3     	10    	5     	7     	
Vardas284      Pavarde284     7     	7     	5     	6     	4     	9     	2     	3     	6     	10    	6     	8     	3     	7     	7     	9     	
Vardas285      Pavarde285     2     	1     	4     	2     	5     	6     	7     	4     	9     	6     	8     	8     	10    	2     	7     	1     	
Vardas286      Pavarde286     4     	8     	5     	9     	8     	9     	4     	8     	2     	2     	7     	3     	2     	4     	7     	1     	
Vardas287      Pavarde287     4     	7     	1     	1     	1     	2     	7     	1     	5     	4     	10    	1     	7     	6     	7     	3     	
Vardas288      Pavarde288     10    	2     	3     	6     	7     	1     	3     	5     	3     	9     	10    	9     	10    	9     	4     	2     	
Vardas289      Pavarde289     10    	7     	2     	7     	4     	4     	1     	1     	9     	6     	7     	2     	6     	1     	5     	1     	
Vardas290      Pavarde290     3     	8     	4     	3     	5     	7     	9     	3     	5     	1     	5     	5     	4     	10    	4     	1     	
Vardas291      Pavarde291     10    	3     	8     	3     	3     	3     	10    	7     	4     	3     	10    	2     	4     	3     	1     	5     	
Vardas292      Pavarde292     9     	8     	5     	8     	10    	5     	10    	3     	6     	3     	9     	7     	6     	1     	6     	7     	
Vardas293      Pavarde293     8     	6     	8     	4     	7     	9     	5     	10    	10    	7     	10    	6     	6     	1     	5     	5     	
Vardas294      Pavarde294     5     	10    	5     	8     	7     	1     	9     	10    	1     	7     	5     	2     	3     	4     	9     	2     	
Vardas295      Pavarde295     7     	2     	9     	1     	8     	8     	4     	8     	9     	3     	10    	9     	2     	3     	10    	10    	
Vardas296      Pavarde296     10    	5     	5     	6     	10    	7     	6     	4     	5     	3     	5     	9     	3     	9     	8     	2     	
Vardas297      Pavarde297     3     	6     	2     	9     	2     	1     	9     	9     	3     	3     	4     	10    	1     	3     	9     	1     	
Vardas298      Pavarde298     8     	2     	7     	6     	2     	6     	10    	6     	6     	8     	9     	8     	8     	3     	4     	7     	
Vardas299      Pavarde299     8     	10    	3     	7     	7     	3     	6     	2     	1     	6     	4     	7     	6     	3     	2     	1     	
Vardas300      Pavarde300     7     	10    	7     	9     	10    	8     	9     	4     	4     	4     	2     	1     	2     	10    	1     	3     	
Vardas301      Pavarde301     5     	8     	2     	10    	7     	3     	6     	6     	9     	2     	9     	8     	5     	2     	3     	7     	
Vardas302      Pavarde302     3     	4     	4     	9     	1     	4     	3     	8     	8     	3     	7     	6     	6     	3     	3     	6     	
Vardas303      Pavarde303     9     	3     	6     	10    	8     	9     	2     	7     	10    	1     	2     	7     	6     	1     	8     	9     	
Vardas304      Pavarde304     3     	4     	10    	4     	7     	4     	2     	5     	4     	1     	2     	8     	9     	4     	4     	8     	
Vardas305      Pavarde305     8     	10    	8     	4     	2     	3     	1     	2     	5     	7     	4     	1     	3     	6     	8     	7     	
Vardas306      Pavarde306     1     	5     	4     	3     	1     	6     	9     	4     	9     	5     	6     	9     	9     	6     	9     	10    	
Vardas307      Pavarde307     10    	1     	8     	9     	6     	2     	9     	2     	3     	5     	10    	1     	3     	6     	2     	9     	
Vardas308      Pavarde308     8     	3     	10    	1     	8     	3     	4     	6     	8     	1     	10    	4     	7     	1     	7     	3     	
Vardas309      Pavarde309     7     	5     	8     	8     	6     	1     	10    	10    	1     	4     	1     	5     	8     	2     	5     	5     	
Vardas310      Pavarde310     6     	10    	8     	3     	5     	2     	9     	7     	9     	3     	3     	5     	3     	6     	8     	3     	
Vardas311      Pavarde311     1     	1     	5     	8     	8     	3     	6     	9     	1     	6     	10    	7     	7     	4     	4     	3     	
Vardas312      Pavarde312     10    	5     	4     	9     	3     	5     	5     	7     	7     	8     	5     	5     	8     	9     	3     	8     	
Vardas313      Pavarde313     2     	1     	10    	7     	2     	2     	10    	4     	2     	1     	9     	6     	9     	1     	10    	6     	
Vardas314      Pavarde314     5     	5     	7     	8     	3     	10    	3     	1     	4     	4     	6     	7     	1     	8     	10    	6     	
