Vardas         Pavarde        ND1	ND2	ND3	ND4	ND5	ND6	ND7	ND8	ND9	ND10	ND11	ND12	ND13	ND14	ND15	Egz.
Vardas896      Pavarde896     10    	3     	6     	9     	6     	5     	1     	3     	5     	3     	4     	4     	1     	3     	4     	10    	
Vardas897      Pavarde897     2     	7     	6     	9     	7     	8     	9     	5     	1     	7     	3     	9     	7     	1     	9     	4     	
Vardas898      Pavarde898     10    	4     	2     	9     	7     	9     	5     	10    	1     	6     	6     	9     	4     	6     	6     	7     	
Vardas899      Pavarde899     1     	9     	9     	2     	10    	8     	4     	2     	8     	10    	2     	5     	5     	10    	3     	8     	
Vardas900      Pavarde900     2     	5     	2     	10    	7     	2     	1     	10    	1     	3     	2     	3     	10    	5     	4     	3     	
Vardas901      Pavarde901     2     	4     	6     	10    	6     	10    	9     	10    	2     	9     	8     	5     	8     	2     	5     	6     	
Vardas902      Pavarde902     4     	6     	7     	4     	3     	5     	8     	6     	10    	9     	3     	10    	10    	8     	4     	6     	
Vardas903      Pavarde903     3     	8     	8     	6     	8     	3     	6     	4     	5     	10    	3     	10    	2     	1     	4     	5     	
Vardas904      Pavarde904     3     	5     	10    	1     	7     	1     	2     	9     	10    	6     	1     	4     	4     	1     	9     	1     	
Vardas905      Pavarde905     10    	4     	6     	4     	2     	5     	1     	3     	2     	2     	9     	6     	1     	5     	5     	6     	
Vardas906      Pavarde906     10    	6     	2     	6     	9     	4     	1     	6     	2     	3     	5     	7     	5     	9     	2     	2     	
Vardas907      Pavarde907     6     	7     	5     	6     	8     	2     	7     	5     	2     	6     	1     	4     	2     	1     	7     	4     	
Vardas908      Pavarde908     7     	8     	5     	4     	4     	6     	10    	10    	4     	1     	10    	3     	6     	1     	6     	1     	
Vardas909      Pavarde909     10    	7     	6     	3     	2     	10    	4     	1     	8     	4     	10    	9     	1     	10    	3     	2     	
Vardas910      Pavarde910     3     	5     	10    	5     	10    	10    	3     	7     	2     	5     	9     	1     	3     	6     	5     	1     	
Vardas911      Pavarde911     5     	1     	4     	5     	9     	10    	4     	8     	4     	4     	4     	9     	9     	3     	7     	9     	
Vardas912      Pavarde912     6     	7     	6     	6     	4     	10    	7     	9     	5     	8     	3     	9     	9     	5     	2     	1     	
Vardas913      Pavarde913     4     	7     	3     	5     	9     	3     	4     	3     	10    	6     	8     	10    	10    	1     	1     	7     	
Vardas914      Pavarde914     2     	10    	7     	3     	10    	1     	7     	10    	5     	3     	1     	1     	7     	7     	4     	5     	
Vardas915      Pavarde915     2     	9     	7     	9     	9     	9     	3     	8     	2     	3     	5     	10    	3     	10    	3     	9     	
Vardas916      Pavarde916     4     	1     	2     	2     	4     	10    	2     	3     	6     	10    	2     	2     	6     	1     	4     	7     	
Vardas917      Pavarde917     10    	10    	6     	9     	8     	10    	5     	4     	4     	1     	3     	7     	3     	9     	5     	10    	
Vardas918      Pavarde918     7     	8     	7     	10    	5     	9     	3     	6     	9     	5     	4     	7     	3     	4     	6     	10    	
Vardas919      Pavarde919     6     	10    	6     	5     	2     	4     	2     	7     	2     	10    	5     	5     	1     	1     	9     	3     	
Vardas920      Pavarde920     1     	5     	8     	10    	6     	9     	4     	1     	4     	4     	4     	6     	6     	8     	2     	5     	
Vardas921      Pavarde921     1     	4     	6     	7     	4     	5     	9     	2     	10    	6     	9     	9     	7     	9     	1     	4     	
Vardas922      Pavarde922     7     	9     	8     	4     	1     	9     	2     	6     	4     	5     	8     	5     	6     	10    	3     	3     	
Vardas923      Pavarde923     5     	4     	1     	3     	8     	2     	4     	2     	3     	2     	10    	10    	3     	8     	3     	4     	
Vardas924      Pavarde924     9     	1     	8     	5     	8     	2     	7     	7     	1     	10    	8     	7     	6     	9     	7     	2     	
Vardas925      Pavarde925     6     	8     	9     	6     	1     	7     	4     	9     	3     	7     	5     	7     	6     	7     	8     	10    	
Vardas926      Pavarde926     6     	5     	2     	4     	8     	2     	3     	2     	8     	9     	9     	1     	7     	10    	2     	8     	
Vardas927      Pavarde927     1     	7     	1     	3     	2     	2     	7     	7     	6     	6     	7     	5     	7     	8     	7     	5     	
Vardas928      Pavarde928     4     	5     	1     	10    	9     	3     	7     	3     	6     	2     	1     	10    	5     	3     	6     	7     	
Vardas929      Pavarde929     8     	2     	4     	5     	3     	3     	1     	1     	3     	10    	7     	8     	7     	7     	2     	10    	
Vardas930      Pavarde930     6     	1     	1     	7     	7     	7     	4     	4     	8     	3     	1     	3     	6     	3     	3     	8     	
Vardas931      Pavarde931     5     	4     	7     	10    	2     	7     	9     	10    	7     	3     	4     	9     	3     	4     	3     	4     	
Vardas932      Pavarde932     6     	10    	8     	2     	5     	2     	9     	3     	2     	2     	9     	1     	2     	8     	1     	10    	
Vardas933      Pavarde933     10    	3     	8     	10    	8     	9     	3     	6     	5     	5     	1     	5     	7     	10    	7     	5     	
Vardas934      Pavarde934     10    	9     	1     	1     	7     	2     	9     	2     	7     	7     	1     	1     	3     	1     	3     	8     	
Vardas935      Pavarde935     10    	1     	4     	2     	1     	5     	6     	2     	9     	4     	7     	9     	3     	6     	5     	8     	
Vardas936      Pavarde936     6     	4     	3     	6     	10    	10    	6     	4     	4     	7     	1     	6     	2     	6     	2     	5     	
Vardas937      Pavarde937     5     	1     	10    	5     	9     	10    	6     	10    	4     	2     	3     	4     	10    	1     	9     	9     	
Vardas938      Pavarde938     1     	8     	3     	4     	2     	1     	3     	1     	8     	8     	5     	6     	4     	8     	1     	8     	
Vardas939      Pavarde939     10    	1     	4     	6     	5     	3     	2     	4     	9     	3     	5     	4     	5     	6     	8     	7     	
Vardas940      Pavarde940     8     	10    	9     	1     	6     	7     	2     	3     	7     	7     	4     	1     	4     	8     	6     	8     	
Vardas941      Pavarde941     3     	9     	1     	7     	4     	2     	10    	1     	8     	5     	4     	8     	2     	1     	5     	2     	
Vardas942      Pavarde942     10    	4     	10    	6     	10    	6     	9     	1     	2     	4     	8     	3     	2     	3     	4     	3     	
Vardas943      Pavarde943     8     	7     	9     	7     	5     	5     	10    	1     	10    	5     	7     	5     	4     	3     	9     	4     	
Vardas944      Pavarde944     3     	7     	9     	3     	9     	6     	3     	4     	4     	2     	10    	5     	7     	8     	6     	4     	
Vardas945      Pavarde945     4     	5     	1     	1     	6     	3     	3     	7     	4     	8     	5     	7     	3     	7     	4     	10    	
Vardas946      Pavarde946     5     	4     	8     	2     	10    	1     	2     	2     	1     	8     	6     	6     	1     	4     	10    	5     	
Vardas947      Pavarde947     1     	5     	7     	3     	1     	2     	1     	6     	6     	4     	7     	2     	1     	3     	1     	5     	
Vardas948      Pavarde948     2     	7     	3     	8     	7     	3     	10    	5     	9     	3     	4     	1     	1     	8     	2     	8     	
Vardas949      Pavarde949     4     	5     	5     	6     	4     	3     	5     	4     	6     	1     	3     	8     	9     	9     	5     	4     	
Vardas950      Pavarde950     4     	8     	3     	6     	4     	10    	7     	5     	8     	7     	9     	6     	5     	2     	8     	1     	
Vardas951      Pavarde951     10    	8     	8     	7     	1     	6     	2     	9     	8     	4     	8     	1     	7     	1     	3     	3     	
Vardas952      Pavarde952     2     	4     	9     	1     	1     	1     	7     	8     	7     	2     	4     	9     	3     	1     	6     	2     	
Vardas953      Pavarde953     8     	9     	10    	5     	2     	3     	8     	7     	2     	3     	5     	7     	1     	5     	4     	5     	
Vardas954      Pavarde954     8     	4     	10    	7     	2     	4     	2     	8     	3     	1     	4     	8     	8     	5     	9     	4     	
Vardas955      Pavarde955     9     	7     	8     	10    	2     	5     	10    	8     	6     	3     	10    	10    	8     	9     	6     	2     	
Vardas956      Pavarde956     10    	5     	5     	1     	10    	7     	5     	4     	3     	9     	10    	5     	6     	1     	7     	3     	
Vardas957      Pavarde957     3     	9     	3     	3     	4     	7     	9     	2     	3     	9     	2     	7     	8     	5     	8     	4     	
Vardas958      Pavarde958     2     	4     	10    	6     	8     	4     	7     	6     	9     	9     	4     	1     	3     	1     	1     	7     	
Vardas959      Pavarde959     5     	9     	3     	5     	7     	6     	8     	3     	7     	9     	3     	1     	4     	4     	9     	7     	
Vardas960      Pavarde960     9     	8     	9     	7     	1     	2     	3     	9     	5     	9     	4     	4     	1     	3     	1     	9     	
Vardas961      Pavarde961     2     	10    	4     	3     	7     	7     	8     	8     	8     	1     	3     	9     	7     	4     	8     	6     	
Vardas962      Pavarde962     2     	8     	1     	6     	10    	9     	3     	1     	6     	4     	9     	7     	1     	3     	6     	3     	
Vardas963      Pavarde963     5     	9     	3     	5     	1     	3     	5     	6     	9     	7     	2     	4     	4     	9     	3     	4     	
Vardas964      Pavarde964     9     	9     	10    	10    	5     	8     	4     	1     	10    	3     	10    	8     	8     	1     	6     	7     	
Vardas965      Pavarde965     3     	6     	6     	9     	10    	5     	6     	9     	9     	7     	9     	7     	6     	6     	6     	8     	
Vardas966      Pavarde966     5     	5     	2     	7     	7     	7     	6     	1     	10    	4     	8     	9     	8     	10    	7     	3     	
Vardas967      Pavarde967     4     	8     	6     	8     	3     	8     	10    	7     	7     	7     	5     	6     	2     	2     	5     	9     	
Vardas968      Pavarde968     7     	7     	6     	4     	8     	6     	4     	8     	2     	6     	6     	3     	6     	1     	7     	10    	
Vardas969      Pavarde969     10    	5     	8     	6     	8     	10    	5     	3     	3     	9     	9     	1     	5     	4     	7     	10    	
Vardas970      Pavarde970     3     	4     	2     	10    	7     	10    	5     	9     	6     	10    	5     	1     	9     	5     	8     	3     	
Vardas971      Pavarde971     1     	4     	10    	9     	10    	1     	9     	9     	2     	9     	8     	10    	3     	6     	1     	4     	
Vardas972      Pavarde972     1     	7     	7     	1     	8     	4     	2     	10    	6     	8     	4     	9     	2     	6     	9     	8     	
Vardas973      Pavarde973     9     	3     	1     	2     	9     	1     	5     	6     	2     	2     	7     	7     	9     	8     	1     	10    	
Vardas974      Pavarde974     6     	3     	10    	8     	3     	2     	8     	10    	6     	5     	4     	3     	10    	4     	8     	3     	
Vardas975      Pavarde975     4     	8     	7     	6     	10    	8     	8     	10    	2     	1     	1     	9     	10    	8     	7     	5     	
Vardas976      Pavarde976     8     	6     	10    	3     	4     	5     	5     	5     	8     	4     	5     	1     	9     	10    	9     	7     	
Vardas977      Pavarde977     3     	8     	4     	3     	4     	10    	9     	4     	4     	2     	10    	6     	6     	1     	8     	8     	
Vardas978      Pavarde978     9     	5     	2     	5     	8     	7     	3     	5     	9     	5     	9     	8     	5     	4     	9     	6     	
Vardas979      Pavarde979     8     	9     	8     	1     	9     	5     	2     	6     	10    	6     	10    	1     	6     	2     	5     	9     	
Vardas980      Pavarde980     10    	9     	9     	9     	5     	1     	6     	8     	1     	1     	4     	10    	4     	8     	3     	4     	
Vardas981      Pavarde981     9     	1     	8     	4     	10    	10    	1     	10    	9     	1     	5     	6     	2     	7     	6     	1     	
Vardas982      Pavarde982     9     	7     	8     	7     	1     	6     	3     	6     	7     	4     	7     	10    	5     	2     	6     	6     	
Vardas983      Pavarde983     4     	9     	9     	7     	4     	3     	4     	6     	3     	8     	4     	8     	5     	8     	8     	6     	
Vardas984      Pavarde984     6     	10    	4     	5     	3     	8     	1     	2     	7     	10    	5     	3     	8     	6     	5     	5     	
Vardas985      Pavarde985     3     	8     	7     	6     	10    	4     	8     	9     	6     	4     	9     	3     	3     	2     	9     	6     	
Vardas986      Pavarde986     4     	5     	5     	9     	1     	2     	3     	8     	10    	5     	4     	9     	4     	8     	3     	3     	
Vardas987      Pavarde987     6     	2     	5     	4     	10    	10    	5     	3     	1     	5     	9     	4     	1     	1     	3     	5     	
Vardas988      Pavarde988     9     	3     	2     	1     	6     	6     	8     	9     	6     	4     	4     	8     	9     	8     	1     	3     	
Vardas989      Pavarde989     2     	6     	9     	10    	3     	4     	6     	8     	1     	2     	2     	6     	5     	2     	4     	3     	
Vardas990      Pavarde990     4     	3     	5     	5     	4     	9     	8     	7     	7     	8     	10    	2     	6     	7     	10    	5     	
Vardas991      Pavarde991     9     	10    	6     	4     	7     	6     	6     	5     	1     	7     	1     	6     	6     	5     	5     	7     	
Vardas992      Pavarde992     5     	7     	3     	9     	2     	10    	4     	7     	10    	9     	8     	5     	7     	6     	6     	6     	
Vardas993      Pavarde993     7     	1     	10    	3     	1     	10    	10    	5     	10    	5     	9     	4     	8     	2     	1     	7     	
Vardas994      Pavarde994     5     	7     	2     	4     	7     	6     	7     	1     	10    	8     	7     	2     	4     	3     	5     	1     	
Vardas995      Pavarde995     7     	9     	1     	5     	4     	6     	2     	4     	3     	4     	7     	5     	3     	4     	3     	6     	
Vardas996      Pavarde996     8     	1     	8     	3     	2     	10    	4     	9     	10    	7     	6     	5     	3     	8     	3     	3     	
Vardas997      Pavarde997     4     	10    	8     	5     	3     	5     	2     	7     	5     	3     	8     	1     	9     	5     	5     	10    	
Vardas998      Pavarde998     4     	1     	1     	5     	9     	5     	9     	7     	2     	8     	9     	1     	4     	7     	8     	7     	
Vardas999      Pavarde999     3     	10    	10    	6     	2     	5     	7     	4     	1     	4     	2     	7     	1     	7     	9     	6     	
Vardas1000     Pavarde1000    10    	7     	1     	9     	10    	5     	8     	1     	2     	4     	7     	10    	1     	7     	8     	2     	
